Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
12,10.04,0.4,Mark LEWIS-FRANCIS,4-Sep-82,GBR,3,Paris (FRA),5-Jul-02,1193
13,10.05,1.9,Shingo SUETSUGU,2-Jun-80,JPN,1,Mito (JPN),6-May-02,1189
13,10.05,1.4,Nobuharu ASAHARA,21-Jun-72,JPN,1,Kanazawa (JPN),9-Jun-02,1189
15,10.06,-0.3,Uchenna EMEDOLU,17-Sep-76,NGR,1,"CM, Madrid (ESP)",20-Sep-02,1187
16,10.08,2,Kenny BROKENBURR,29-Oct-68,USA,1h1,"Lynchburg, VA (USA)",10-May-02,1179
17,10.09,1.4,Greg SADDLER,29-Jun-74,USA,1,St-Martin (FRA),4-May-02,1176
17,10.09,-0.6,Darrel BROWN,11-Oct-84,TTO,1,"National Stadium, Kingston (JAM)",17-Jul-02,1179
19,10.11,0,Issa-Aimé NTHEPE,26-Jun-73,FRA,1,Bordeaux (FRA),12-Jun-02,1169
19,10.11,1.9,Darren CAMPBELL,12-Sep-73,GBR,2,Birmingham (GBR),13-Jul-02,1169
21,10.12,1.4,Freddy MAYOLA,1-Nov-77,CUB,1,Salamanca (ESP),10-Jul-02,1165
21,10.12,0.2,Pierre BROWNE,14-Jan-80,CAN,3,Manchester (GBR),27-Jul-02,1165
21,10.12,1.3,Asafa POWELL,23-Nov-82,JAM,1,Rovereto (ITA),28-Aug-02,1165
24,10.13,1.1,Leonard SCOTT,19-Jan-80,USA,1,"Knoxville, TN (USA)",6-Apr-02,1162
24,10.13,1.6,Salem Mubarak AL YAMI,9-Feb-82,KSA,1,Kuwait (KUW),10-Apr-02,1162
24,10.13,0.6,Morne NAGEL,23-Mar-78,RSA,2,Pretoria (RSA),12-Apr-02,1162
24,10.13,-1.3,Stéphan BUCKLAND,12-Jan-77,MRI,1,Réduit (MRI),21-Apr-02,1169
24,10.13,1.8,Christopher WILLIAMS,15-Mar-72,JAM,2,"Walnut, CA (USA)",21-Apr-02,1162
24,10.13,1.9,Nobuhiro TAJIMA,7-Nov-80,JPN,2,Mito (JPN),6-May-02,1162
24,10.13,1.9,Jason GARDENER,18-Sep-75,GBR,3,Birmingham (GBR),13-Jul-02,1162
31,10.14,0,Darvis PATTON,4-Dec-77,USA,2f2,"Stadio Olimpico, Roma (ITA)",12-Jul-02,1159
31,10.14,1.6,Idrissa SANOU,12-Jun-77,BUR,1,St-Etienne (FRA),13-Jul-02,1159
33,10.15,0.5,Eric NKANSAH,12-Dec-74,GHA,1,Malles Venosta (ITA),13-Jul-02,1155
33,10.15,0.1,Aziz ZAKARI,2-Sep-76,GHA,4,"Stade Louis II, Monaco (MON)",19-Jul-02,1155
33,10.15,0.2,Dwight THOMAS,23-Sep-80,JAM,4,Manchester (GBR),27-Jul-02,1155
36,10.16,1.6,Julien DUNKLEY,20-Dec-75,JAM,1,"Athens, GA (USA)",20-Apr-02,1152
36,10.16,1.8,Dwight PHILLIPS,1-Oct-77,USA,3,"Walnut, CA (USA)",21-Apr-02,1152
36,10.16,1.4,Marcus BRUNSON,24-Apr-78,USA,4,"Portland, OR (USA)",18-May-02,1152
36,10.16,0,Kaaron CONWRIGHT,8-Aug-76,USA,3f2,"Stadio Olimpico, Roma (ITA)",12-Jul-02,1152
40,10.17,-0.4,Oumar LOUM,31-Dec-73,SEN,1,Bamako (MLI),27-Mar-02,1150
40,10.17,0.9,Anson HENRY,9-Mar-79,CAN,1,"Walnut, CA (USA)",21-Apr-02,1148
40,10.17,0.4,Panagiotis SARRIS,14-Sep-75,GRE,3,Rethymno (GRE),7-Jul-02,1148
43,10.18,2,Taiwo AJIBADE,17-Jun-83,NGR,1,"El Paso, TX (USA)",13-Apr-02,1145
43,10.18,1.8,Mickey GRIMES,10-Oct-76,USA,4,"Walnut, CA (USA)",21-Apr-02,1145
43,10.18,-0.3,Gennadiy CHERNOVOL,6-Jun-76,KAZ,1,Almaty (KAZ),22-Jun-02,1146
43,10.18,-0.6,Marc BURNS,7-Jan-83,TTO,2,"National Stadium, Kingston (JAM)",17-Jul-02,1148
47,10.19,1.6,Jamal Abdullah AL SAFFAR,24-Oct-71,KSA,2,Kuwait (KUW),10-Apr-02,1142
47,10.19,1.3,Cláudio Roberto SOUZA,14-Oct-73,BRA,1,São Paulo (BRA),13-Apr-02,1142
47,10.19,2,Jarmiene HOLLOWAY,6-Mar-77,USA,2,"El Paso, TX (USA)",13-Apr-02,1142
47,10.19,1.6,Tim WALLS,30-Sep-80,USA,2,"Athens, GA (USA)",20-Apr-02,1142
47,10.19,1.8,Matt SHIRVINGTON,25-Oct-78,AUS,3,Osaka (JPN),11-May-02,1142
47,10.19,1.8,Chaz CLEMONS,29-Dec-80,USA,1,St. Paul (USA),25-May-02,1142
47,10.19,0,Joseph BATANGDON,29-Jul-78,CMR,2,Bordeaux (FRA),12-Jun-02,1142
54,10.2,1.7,Terrance NEWMAN,4-Sep-78,USA,1,"Tucson, AZ (USA)",23-Mar-02,1138
54,10.2,-0.3,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1h2,Cochabamba (BOL),26-May-02,1139
54,10.2,1,Brendan CHRISTIAN,11-Dec-83,ANT,1,"Sacramento, CA (USA)",8-Jun-02,1138
54,10.2,0.9,Konstantin RURAK,9-Apr-74,UKR,1,Donetsk (UKR),10-Jun-02,1138
54,10.2,,Georgios THEODORIDIS,12-Dec-72,GRE,1,Banská Bystrica (SVK),22-Jun-02,1138
54,10.2,1.6,Aristotelis GAVELAS,10-Dec-78,GRE,1,Banská Bystrica (SVK),22-Jun-02,1138
54,10.2,0.7,Roland NÉMETH,19-Sep-74,HUN,1,Budapest (HUN),12-Jul-02,1138
54,10.2,,Aaron ARMSTRONG,14-Oct-77,TTO,2,Lignano (ITA),14-Jul-02,1138
62,10.21,1.1,Jonathan WADE,27-Mar-84,USA,1,"Baton Rouge, LA (USA)",4-May-02,1135
62,10.21,0.1,Aaron EGBELE,29-Jan-79,NGR,1,"El Paso, TX (USA)",4-May-02,1135
62,10.21,0.5,Michael FRATER,6-Oct-82,JAM,1h,"Louisville, KY (USA)",10-May-02,1135
62,10.21,1.5,Erick L. WILSON,20-Jan-82,USA,1,"Emporia, KS (USA)",11-May-02,1135
62,10.21,2,Willie HORDGE,9-Feb-84,USA,1,"Albuquerque, NM (USA)",25-May-02,1135
67,10.22,1.8,Gerald WILLIAMS,24-Feb-78,USA,5,"Walnut, CA (USA)",21-Apr-02,1132
67,10.22,1.7,Marco TORRIERI,14-May-78,ITA,1,Roma (ITA),1-Jun-02,1132
67,10.22,1.6,Fabrice CALLIGNY,7-Nov-81,FRA,3,St-Etienne (FRA),13-Jul-02,1132
67,10.22,0.3,Jason SMOOTS,13-Jul-80,USA,1,"San Antonio, TX (USA)",9-Aug-02,1132
71,10.23,1,Latonel WILLIAMS,3-Jun-78,JAM,2,"Starkville, MS (USA)",16-Mar-02,1128
71,10.23,,Tamunosiki ATORUDIBO,21-Mar-85,NGR,1,Enugu (NGR),22-Mar-02,1128
71,10.23,0.9,Anthony BUCHANAN,10-Sep-81,USA,2,"Walnut, CA (USA)",21-Apr-02,1128
71,10.23,0.1,Caimin DOUGLAS,11-May-77,NED,2,"El Paso, TX (USA)",4-May-02,1128
71,10.23,1.3,Marc BLUME,28-Dec-73,GER,1h4,"Wattenscheid, Bochum (GER)",5-Jul-02,1128
71,10.23,0.9,Ato BOLDON,30-Dec-73,TTO,8f1,"Stadio Olimpico, Roma (ITA)",12-Jul-02,1128
71,10.23,1.7,Markus PÖYHÖNEN,5-Oct-78,FIN,1,Joensuu (FIN),20-Jul-02,1128
78,10.24,0.8,Sherwin VRIES,22-Mar-80,NAM,1,Germiston (RSA),5-Apr-02,1125
78,10.24,1.1,Jeffrey FOURTH,19-Jun-79,USA,1,Columbia (USA),10-Apr-02,1125
78,10.24,1.3,Christian NSIAH,25-Dec-75,GHA,2,"Knoxville, TN (USA)",12-Apr-02,1125
78,10.24,1.5,Brian JOHNSON,5-Mar-80,USA,1,"Baton Rouge, LA (USA)",13-Apr-02,1125
78,10.24,2,Kelly WILLIE,7-Sep-82,USA,2,"Albuquerque, NM (USA)",25-May-02,1125
78,10.24,0,Ronald POGNON,16-Nov-82,FRA,3,Bordeaux (FRA),12-Jun-02,1125
78,10.24,1.7,Kazuki ISHIKURA,1-Oct-80,JPN,1,Hiroshima (JPN),17-Aug-02,1125
85,10.25,1.9,Nikela NDEBELE,1980,ZIM,1,"Moscow, ID (USA)",11-May-02,1122
85,10.25,0.5,Dion CRABBE,10-Mar-77,IVB,1sf1,"Baton Rouge, LA (USA)",31-May-02,1122
85,10.25,-0.7,Nicolas MACROZONARIS,22-Aug-80,CAN,1h2,Calgary (CAN),26-Jun-02,1126
88,10.26,,DaBryan BLANTON,3-Jul-84,USA,1,"Dallas, TX (USA)",23-Mar-02,1118
88,10.26,1.1,Sean LAMBERT,16-Aug-82,GRN,2,"Knoxville, TN (USA)",6-Apr-02,1118
88,10.26,1.9,Andrea COLOMBO,14-Feb-74,ITA,4,Mito (JPN),6-May-02,1118
88,10.26,,Marlon BARNABY,26-Oct-79,JAM,1,"Bloomington, IN (USA)",11-May-02,1118
88,10.26,,Allyn CONDON,24-Aug-74,GBR,1,Loughborough (GBR),18-May-02,1118
88,10.26,1.4,Patrik LÖVGREN,12-Oct-75,SWE,1h1,Jönköping (SWE),19-Jun-02,1118
88,10.26,,Saad Faraj AL SHAHWANI,20-Dec-83,QAT,1,Debrecen (HUN),20-Jun-02,1118
88,10.26,1.2,Patrick JOHNSON,26-Sep-72,AUS,4,Szombathely (HUN),14-Jul-02,1118
88,10.26,1.6,Shingo KAWABATA,15-May-78,JPN,1h2,Sapporo (JPN),21-Jul-02,1118
88,10.26,1.9,Serge BENGONO,3-Aug-77,CMR,1sf1,Radés (TUN),6-Aug-02,1118
88,10.26,1.5,Charles ALLEN,29-Mar-77,CAN,1,Fribourg (SUI),24-Aug-02,1118
99,10.27,,Yhann PLUMMER,3-Feb-83,JAM,h,Spanish Town (JAM),28-Feb-02,1115
99,10.27,,Chinedu ORIALA,17-Dec-81,NGR,2,Enugu (NGR),23-Mar-02,1115
1,9.82,-0.2,Maurice GREENE,23-Jul-74,USA,1,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1270
2,9.88,2,Ato BOLDON,30-Dec-73,TTO,1,Oslo (NOR),13-Jul-01,1248
3,9.94,-0.2,Bernard WILLIAMS,19-Jan-78,USA,2,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1228
4,9.98,0.6,Francis OBIKWELU,22-Nov-78,NGR,1,"Olympiastadion, Berlin (GER)",31-Aug-01,1213
5,9.99,-0.2,Dwain CHAMBERS,5-Apr-78,GBR,4,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1211
6,10.02,2,Nobuharu ASAHARA,21-Jun-72,JPN,3,Oslo (NOR),13-Jul-01,1199
7,10.04,-0.2,Kim COLLINS,5-Apr-76,SKN,1,Ciudad de Guatemala (GUA),20-Jul-01,1194
7,10.04,0.4,Aziz ZAKARI,2-Sep-76,GHA,1,Linz (AUT),20-Aug-01,1193
9,10.05,1.4,Leonard SCOTT,19-Jan-80,USA,1h3,"Eugene, OR (USA)",31-May-01,1189
10,10.06,1.8,Frank FREDERICKS,2-Oct-67,NAM,2,Rieti (ITA),2-Sep-01,1186
11,10.07,0,Christopher WILLIAMS,15-Mar-72,JAM,1,Kingston (JAM),22-Jun-01,1182
11,10.07,0.1,Deji ALIU,22-Nov-75,NGR,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1182
13,10.08,0,Justin GATLIN,10-Feb-82,USA,1,"Eugene, OR (USA)",2-Jun-01,1179
14,10.09,1.1,Shawn CRAWFORD,14-Jan-78,USA,h,"Eugene, OR (USA)",21-Jun-01,1176
14,10.09,0.5,Jon DRUMMOND,9-Sep-68,USA,2,"Stade Louis II, Monaco (MON)",20-Jul-01,1176
16,10.1,1.6,Marcus BRUNSON,24-Apr-78,USA,1h2,"Eugene, OR (USA)",31-May-01,1172
16,10.1,0.1,Brian LEWIS,5-Dec-74,USA,3f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1172
16,10.1,0.6,Curtis JOHNSON,24-Dec-73,USA,2,Stockholm (SWE),17-Jul-01,1172
19,10.11,1.9,Matt SHIRVINGTON,25-Oct-78,AUS,1,Perth (AUS),4-Mar-01,1169
19,10.11,1.5,Lindel FRATER,13-Nov-77,JAM,1,"Fresno, CA (USA)",19-May-01,1169
19,10.11,1.1,Dennis MITCHELL,20-Feb-66,USA,h,"Eugene, OR (USA)",21-Jun-01,1169
19,10.11,0.1,Bruny SURIN,12-Jul-67,CAN,4f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1169
19,10.11,-0.6,Freddy MAYOLA,1-Nov-77,CUB,1,Getafe (ESP),10-Jul-01,1172
19,10.11,-0.2,Christian MALCOLM,3-Jun-79,GBR,6,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1170
19,10.11,0.6,Uchenna EMEDOLU,17-Sep-76,NGR,3,"Olympiastadion, Berlin (GER)",31-Aug-01,1169
26,10.12,-1.3,Mark LEWIS-FRANCIS,4-Sep-82,GBR,1,"Tallahassee, FL (USA)",14-Apr-01,1172
26,10.12,1.1,Patrick JARRETT,2-Oct-77,JAM,1,"Philadelphia, PA (USA)",28-Apr-01,1165
28,10.13,1.9,Kenny BROKENBURR,29-Oct-68,USA,2,Perth (AUS),4-Mar-01,1162
28,10.13,0.4,Llewellyn BREDWOOD,30-Apr-76,JAM,2sf1,Kingston (JAM),22-Jun-01,1162
28,10.13,0.7,Stéphan BUCKLAND,12-Jan-77,MRI,1,Ottawa (CAN),21-Jul-01,1162
31,10.14,0,Tim HARDEN,27-Jan-74,USA,1,"Tempe, AZ (USA)",14-Apr-01,1159
31,10.14,2,Aristotelis GAVELAS,10-Dec-78,GRE,h,Tunis (TUN),11-Sep-01,1159
33,10.15,0.4,Morne NAGEL,23-Mar-78,RSA,1,Pretoria (RSA),23-Mar-01,1155
33,10.15,1.4,Konstantinos KENTERIS,11-Jul-73,GRE,2,"Weserstadion, Bremen (GER)",23-Jun-01,1155
35,10.16,0.7,Gerald WILLIAMS,24-Feb-78,USA,2,"Walnut, CA (USA)",22-Apr-01,1152
35,10.16,1.6,Darvis PATTON,4-Dec-77,USA,1,"Arlington, TX (USA)",4-May-01,1152
35,10.16,1.3,Darren CAMPBELL,12-Sep-73,GBR,2,"Austin, TX (USA)",5-May-01,1152
38,10.17,1.5,Eric Pacome N'DRI,24-Mar-78,CIV,1,"Austin, TX (USA)",7-Apr-01,1148
38,10.17,2,Joshua NORMAN,26-Jul-80,USA,1,"Sacramento, CA (USA)",18-May-01,1148
38,10.17,1.4,Sean LAMBERT,16-Aug-82,GRN,3h3,"Eugene, OR (USA)",31-May-01,1148
38,10.17,1.6,André Domingos DA SILVA,26-Nov-72,BRA,1,Lisboa (POR),16-Jun-01,1148
38,10.17,1,Frédéric KRANTZ,13-Sep-78,FRA,1,St-Etienne (FRA),30-Jun-01,1148
43,10.18,1.2,Jeffrey FOURTH,19-Jun-79,USA,1,"Durham, NC (USA)",7-Apr-01,1145
43,10.18,0.7,Mickey GRIMES,10-Oct-76,USA,h,"Eugene, OR (USA)",21-Jun-01,1145
43,10.18,1,Antoine BOUSSOMBO,18-May-68,GAB,2,St-Etienne (FRA),30-Jun-01,1145
46,10.19,1.7,Pierre BROWNE,14-Jan-80,CAN,1,"Austin, TX (USA)",7-Apr-01,1142
46,10.19,0.7,Jeff LAYNES,3-Oct-70,USA,3,"Walnut, CA (USA)",22-Apr-01,1142
46,10.19,0,Dwight THOMAS,23-Sep-80,JAM,4,Kingston (JAM),22-Jun-01,1142
46,10.19,1.6,Oumar LOUM,31-Dec-73,SEN,1h1,St-Etienne (FRA),30-Jun-01,1142
46,10.19,0.2,Troy DOUGLAS,30-Nov-62,NED,3,"Letzigrund, Zürich (SUI)",17-Aug-01,1142
51,10.2,1.2,Gerald WRIGHT,,USA,2,"Durham, NC (USA)",7-Apr-01,1138
51,10.2,1.8,Cláudio Roberto SOUZA,14-Oct-73,BRA,1h1,Sâo Caetano do Sul (BRA),21-Apr-01,1138
51,10.2,0.7,Kaaron CONWRIGHT,8-Aug-76,USA,4,"Walnut, CA (USA)",22-Apr-01,1138
51,10.2,0,Donovan BAILEY,16-Dec-67,CAN,1,Ingolstadt (GER),27-May-01,1138
51,10.2,1.1,Nicolas MACROZONARIS,22-Aug-80,CAN,1,Sherbrooke (CAN),16-Jun-01,1138
51,10.2,1.9,Haijian CHEN,5-Apr-80,CHN,1,Almaty (KAZ),23-Jun-01,1138
51,10.2,0.7,Francesco SCUDERI,4-Oct-77,ITA,1h2,Nuoro (ITA),11-Jul-01,1138
58,10.21,1.4,Jacey HARPER,20-May-80,TTO,4h3,"Eugene, OR (USA)",31-May-01,1135
58,10.21,,Godwin TAUYA,,ZIM,1,Harare (ZIM),3-Jun-01,1135
58,10.21,0,Julien DUNKLEY,20-Dec-75,JAM,5,Kingston (JAM),22-Jun-01,1135
58,10.21,0.5,Tommi HARTONEN,12-May-77,FIN,1,Vaasa (FIN),23-Jun-01,1135
58,10.21,1.2,Tim GOEBEL,4-Mar-82,GER,1,Stuttgart (GER),30-Jun-01,1135
58,10.21,1,Christophe CHEVAL,25-Feb-71,FRA,3,St-Etienne (FRA),30-Jun-01,1135
64,10.22,0.1,Terrance NEWMAN,4-Sep-78,USA,3,"Tempe, AZ (USA)",24-Mar-01,1132
64,10.22,2,Kenneth ANDAM,8-Jan-76,GHA,1h2,"Provo, UT (USA)",4-May-01,1132
64,10.22,,Philip MUKOMANA,21-Apr-74,ZIM,2,Harare (ZIM),3-Jun-01,1132
64,10.22,1.6,Kenji NARA,26-Dec-79,JPN,1,Kitakami (JPN),14-Jul-01,1132
64,10.22,2,Joshua J. JOHNSON,10-May-76,USA,3,Heusden-Zolder (BEL),14-Jul-01,1132
64,10.22,1.7,Łukasz CHYŁA,31-Mar-81,POL,1,Ottawa (CAN),28-Jul-01,1132
70,10.23,1.8,Raphael Raymundo DE OLIVEIRA,5-Feb-79,BRA,2h1,Sâo Caetano do Sul (BRA),21-Apr-01,1128
70,10.23,1.6,Anninos MARKOULLIDES,8-Feb-71,CYP,1,San Marino (SMR),30-May-01,1128
70,10.23,1.6,Lewis TURNER,1977,USA,2h2,"Eugene, OR (USA)",31-May-01,1128
70,10.23,0.9,Jason GARDENER,18-Sep-75,GBR,2sf1,Sevilla (ESP),8-Jun-01,1128
70,10.23,0.9,Ricardo WILLIAMS,29-Sep-76,JAM,2sf2,Kingston (JAM),22-Jun-01,1128
70,10.23,1.9,Gennadiy CHERNOVOL,6-Jun-76,KAZ,2,Almaty (KAZ),23-Jun-01,1128
70,10.23,0.2,Marcin KRZYWAŃSKI,29-Aug-75,POL,1,Bydgoszcz (POL),29-Jun-01,1128
70,10.23,1.6,Shingo KAWABATA,15-May-78,JPN,2,Kitakami (JPN),14-Jul-01,1128
78,10.24,0,Darrel BROWN,11-Oct-84,TTO,1,Bridgetown (BAR),14-Apr-01,1125
78,10.24,0.2,Jonathan CARTER,5-May-72,USA,h,"Eugene, OR (USA)",21-Jun-01,1125
78,10.24,1.1,Jamal Abdullah AL SAFFAR,24-Oct-71,KSA,1,Västerås (SWE),3-Jul-01,1125
78,10.24,1.7,Christopher LAMBERT,6-Apr-81,GBR,4,Birmingham (GBR),14-Jul-01,1125
82,10.25,0.4,Kevin BRAUNSKILL,31-Mar-69,USA,2,Pretoria (RSA),23-Mar-01,1122
82,10.25,1,Patrick JOHNSON,26-Sep-72,AUS,1sf1,Brisbane (AUS),24-Mar-01,1122
82,10.25,,DeMario WESLEY,20-Apr-80,USA,1,"Odessa, TX (USA)",12-May-01,1122
82,10.25,-0.5,Obadele THOMPSON,30-Mar-76,BAR,2,Bridgetown (BAR),19-May-01,1125
82,10.25,1.5,Aaron EGBELE,29-Jan-79,NGR,4,"Fresno, CA (USA)",19-May-01,1122
82,10.25,0.8,Salem Mubarak AL YAMI,9-Feb-82,KSA,1f2,Helsinki (FIN),14-Jun-01,1122
82,10.25,1.6,Ibrahim MEITÉ,18-Nov-76,CIV,1,Reims (FRA),5-Jul-01,1122
82,10.25,2,Corné DU PLESSIS,20-Mar-78,RSA,5,Heusden-Zolder (BEL),14-Jul-01,1122
82,10.25,,Chinedu ORIALA,17-Dec-81,NGR,1,Lagos (NGR),22-Jul-01,1122
82,10.25,1.2,Jerome EYANA,5-Jul-77,FRA,1h4,Beijing (CHN),27-Aug-01,1122
82,10.25,2,Dejan VOJNOVIĆ,23-Mar-75,CRO,h,Tunis (TUN),11-Sep-01,1122
82,10.25,0.5,Hanzhao YIN,18-Feb-76,CHN,1,Guangzhou (CHN),18-Nov-01,1122
82,10.25,0.5,Yang II LIU,16-Mar-80,CHN,2,Guangzhou (CHN),18-Nov-01,1122
95,10.26,1,Paul DI BELLA,12-Feb-77,AUS,2sf1,Brisbane (AUS),24-Mar-01,1118
95,10.26,-0.8,Devon WARD,10-Nov-80,USA,1,"Los Angeles, CA (USA)",24-Mar-01,1122
95,10.26,1.6,Michael FRATER,6-Oct-82,JAM,2,"Arlington, TX (USA)",4-May-01,1118
95,10.26,2,Jabari FIELDS,10-Sep-81,USA,2,"Houston, TX (USA)",18-May-01,1118
95,10.26,1.8,Okechukwu Raymond EJIOGU,1976,NGR,1h3,Palafrugell (ESP),19-May-01,1118
95,10.26,0.3,Marco TORRIERI,14-May-78,ITA,1,Bressanone (ITA),16-Jun-01,1118
